N,BlockSize,RunID,Time_ms
2048,0,43,21.3841
2048,0,44,21.3796
2048,0,45,21.3815
2048,0,46,21.3587
2048,0,47,21.4186
2048,0,48,21.382
2048,0,49,21.3203
2048,0,50,21.3798
2048,0,51,21.4259
2048,0,52,21.4344
2048,0,53,21.4124
2048,0,54,21.3693
2048,0,55,21.4046
2048,0,56,21.3843
2048,0,57,21.5207
2048,0,58,21.3762
2048,0,59,21.3491
2048,0,60,21.4077
2048,0,61,21.3987
2048,0,62,21.3704
2048,0,63,21.4564
2048,0,64,21.3973
2048,0,65,21.3887
2048,0,66,21.5276
2048,0,67,21.3996
2048,0,68,21.4012
2048,0,69,21.4091
2048,0,70,21.3699
2048,0,71,21.3719
2048,0,72,21.389
2048,0,73,21.4058
2048,0,74,21.3928
2048,0,75,21.3724
2048,0,76,21.3983
2048,0,77,21.3925
2048,0,78,21.297
2048,0,79,21.3977
2048,0,80,21.396
2048,0,81,21.359
2048,0,82,21.4062
2048,0,83,21.4114
2048,0,84,21.397
2048,0,85,21.4049
2048,0,86,21.3827
2048,0,87,21.3945
2048,0,88,21.4017
2048,0,89,21.4169
2048,0,90,21.4052
2048,0,91,21.3835
2048,0,92,21.3668
2048,0,93,21.3879
2048,0,94,21.2603
2048,0,95,21.3991
2048,0,96,21.4369
2048,0,97,21.3825
2048,0,98,21.4315
2048,0,99,21.3074
2048,0,100,21.4017
4096,0,1,88.56
4096,0,2,88.7616
4096,0,3,88.4698
4096,0,4,88.5112
4096,0,5,88.791
4096,0,6,88.7917
4096,0,7,88.6754
4096,0,8,88.756
4096,0,9,88.3428
4096,0,10,88.5946
4096,0,11,88.7178
4096,0,12,88.9428
4096,0,13,88.5672
4096,0,14,88.5667
4096,0,15,88.6173
4096,0,16,88.5074
4096,0,17,88.752
4096,0,18,88.6773
4096,0,19,88.6916
4096,0,20,88.4492
4096,0,21,88.6311
4096,0,22,88.8805
4096,0,23,88.5871
4096,0,24,88.8505
4096,0,25,88.5481
4096,0,26,88.5556
4096,0,27,88.3144
4096,0,28,88.7484
4096,0,29,88.6978
4096,0,30,88.6344
4096,0,31,88.4378
4096,0,32,88.6906
4096,0,33,88.6386
4096,0,34,88.6361
4096,0,35,88.7007
4096,0,36,88.8088
4096,0,37,88.4043
4096,0,38,88.5418
4096,0,39,88.4863
4096,0,40,88.704
4096,0,41,88.7157
4096,0,42,88.6187
4096,0,43,88.5099
4096,0,44,88.6891
4096,0,45,88.8148
4096,0,46,88.6954
4096,0,47,88.7785
4096,0,48,88.3995
4096,0,49,88.5882
4096,0,50,88.4478
4096,0,51,88.6657
4096,0,52,88.737
4096,0,53,88.6944
4096,0,54,88.4728
4096,0,55,88.6746
4096,0,56,88.7368
4096,0,57,88.665
4096,0,58,88.6773
4096,0,59,88.7653
4096,0,60,88.5382
4096,0,61,88.5388
4096,0,62,88.6173
4096,0,63,88.6912
4096,0,64,88.5595
4096,0,65,88.3128
4096,0,66,88.4295
4096,0,67,87.5974
4096,0,68,88.8142
4096,0,69,88.6617
4096,0,70,88.8807
4096,0,71,88.391
4096,0,72,88.6355
4096,0,73,88.4961
4096,0,74,88.6887
4096,0,75,88.6731
4096,0,76,88.4953
4096,0,77,88.6989
4096,0,78,88.6993
4096,0,79,88.6984
4096,0,80,88.6833
4096,0,81,88.7303
4096,0,82,88.4675
4096,0,83,88.7121
4096,0,84,88.4176
4096,0,85,88.6965
4096,0,86,88.7181
4096,0,87,88.6709
4096,0,88,88.5273
4096,0,89,88.6108
4096,0,90,88.7586
4096,0,91,88.8318
4096,0,92,88.6481
4096,0,93,88.5289
4096,0,94,88.6096
4096,0,95,88.6205
4096,0,96,88.5713
4096,0,97,88.6869
4096,0,98,88.6662
4096,0,99,88.48
4096,0,100,88.6696
