N,BlockSize,RunID,L2_TCM
256,0,1,630
256,0,2,569
256,0,3,504
256,0,4,545
256,0,5,557
256,0,6,551
256,0,7,557
256,0,8,524
256,0,9,534
256,0,10,524
256,0,11,550
256,0,12,537
256,0,13,534
256,0,14,530
256,0,15,538
256,0,16,515
256,0,17,569
256,0,18,512
256,0,19,513
256,0,20,526
256,0,21,505
256,0,22,512
256,0,23,546
256,0,24,521
256,0,25,546
256,0,26,492
256,0,27,528
256,0,28,563
256,0,29,518
256,0,30,520
256,0,31,490
256,0,32,497
256,0,33,543
256,0,34,500
256,0,35,524
256,0,36,525
256,0,37,512
256,0,38,532
256,0,39,538
256,0,40,545
256,0,41,525
256,0,42,541
256,0,43,550
256,0,44,531
256,0,45,595
256,0,46,556
256,0,47,571
256,0,48,525
256,0,49,535
256,0,50,583
256,0,51,537
256,0,52,525
256,0,53,553
256,0,54,531
256,0,55,531
256,0,56,553
256,0,57,552
256,0,58,615
256,0,59,577
256,0,60,479
256,0,61,565
256,0,62,501
256,0,63,539
256,0,64,553
256,0,65,536
256,0,66,547
256,0,67,533
256,0,68,510
256,0,69,522
256,0,70,543
256,0,71,574
256,0,72,658
256,0,73,560
256,0,74,540
256,0,75,524
256,0,76,542
256,0,77,530
256,0,78,522
256,0,79,526
256,0,80,510
256,0,81,519
256,0,82,525
256,0,83,575
256,0,84,561
256,0,85,570
256,0,86,496
256,0,87,529
256,0,88,533
256,0,89,512
256,0,90,508
256,0,91,539
256,0,92,572
256,0,93,544
256,0,94,542
256,0,95,566
256,0,96,511
256,0,97,534
256,0,98,555
256,0,99,567
256,0,100,556
512,0,1,76912
512,0,2,75943
512,0,3,76946
512,0,4,76729
512,0,5,76889
512,0,6,76574
512,0,7,76544
512,0,8,76622
512,0,9,76713
512,0,10,77023
512,0,11,77409
512,0,12,76298
512,0,13,76495
512,0,14,76405
512,0,15,79724
512,0,16,87381
512,0,17,89363
512,0,18,89246
512,0,19,87671
512,0,20,82764
512,0,21,79999
512,0,22,79818
512,0,23,79902
512,0,24,80356
512,0,25,80604
512,0,26,80600
512,0,27,81393
512,0,28,84858
512,0,29,82282
