N,BlockSize,RunID,Time_ms
256,0,1,0.027168
256,0,2,0.025283
256,0,3,0.025213
256,0,4,0.024933
256,0,5,0.025282
256,0,6,0.024026
256,0,7,0.024864
256,0,8,0.024863
256,0,9,0.031498
256,0,10,0.025283
256,0,11,0.024864
256,0,12,0.024793
256,0,13,0.024654
256,0,14,0.025212
256,0,15,0.024794
256,0,16,0.025212
256,0,17,0.025143
256,0,18,0.024654
256,0,19,0.024794
256,0,20,0.024933
256,0,21,0.025213
256,0,22,0.024933
256,0,23,0.024793
256,0,24,0.025213
256,0,25,0.025213
256,0,26,0.025143
256,0,27,0.025283
256,0,28,0.025283
256,0,29,0.025213
256,0,30,0.025213
256,0,31,0.025282
256,0,32,0.025283
256,0,33,0.024933
256,0,34,0.024793
256,0,35,0.023537
256,0,36,0.025143
256,0,37,0.024864
256,0,38,0.024864
256,0,39,0.025282
256,0,40,0.034362
256,0,41,0.034781
256,0,42,0.034292
256,0,43,0.024934
256,0,44,0.025352
256,0,45,0.025003
256,0,46,0.03527
256,0,47,0.025213
256,0,48,0.024235
256,0,49,0.024864
256,0,50,0.024793
256,0,51,0.033384
256,0,52,0.036178
256,0,53,0.037575
256,0,54,0.031219
256,0,55,0.025282
256,0,56,0.024863
256,0,57,0.025213
256,0,58,0.025352
256,0,59,0.024724
256,0,60,0.024724
256,0,61,0.024305
256,0,62,0.024933
256,0,63,0.024654
256,0,64,0.025004
256,0,65,0.024724
256,0,66,0.024793
256,0,67,0.024864
256,0,68,0.025283
256,0,69,0.025352
256,0,70,0.025213
256,0,71,0.025143
256,0,72,0.027098
256,0,73,0.024235
256,0,74,0.024305
256,0,75,0.024304
256,0,76,0.024724
256,0,77,0.024375
256,0,78,0.024305
256,0,79,0.024444
256,0,80,0.024864
256,0,81,0.024654
256,0,82,0.036318
256,0,83,0.023048
256,0,84,0.024374
256,0,85,0.03101
256,0,86,0.024794
256,0,87,0.024374
256,0,88,0.024375
256,0,89,0.024654
256,0,90,0.024794
256,0,91,0.024724
256,0,92,0.024515
256,0,93,0.024165
256,0,94,0.024514
256,0,95,0.024793
256,0,96,0.024445
256,0,97,0.024305
256,0,98,0.024374
256,0,99,0.023676
256,0,100,0.024305
512,0,1,0.117892
512,0,2,0.095054
512,0,3,0.119219
512,0,4,0.095124
512,0,5,0.103714
512,0,6,0.094844
512,0,7,0.094635
512,0,8,0.094844
512,0,9,0.094426
512,0,10,0.094775
512,0,11,0.096241
512,0,12,0.094914
512,0,13,0.094565
512,0,14,0.096241
512,0,15,0.103085
512,0,16,0.096381
512,0,17,0.094914
512,0,18,0.097359
512,0,19,0.094914
512,0,20,0.093936
512,0,21,0.094286
512,0,22,0.094425
512,0,23,0.094775
512,0,24,0.094635
512,0,25,0.097778
512,0,26,0.101688
512,0,27,0.094426
512,0,28,0.094915
512,0,29,0.094914
512,0,30,0.093936
512,0,31,0.094425
512,0,32,0.094216
512,0,33,0.094914
512,0,34,0.094635
512,0,35,0.094216
512,0,36,0.100711
512,0,37,0.094425
512,0,38,0.094495
512,0,39,0.094426
512,0,40,0.094496
512,0,41,0.093937
512,0,42,0.093447
512,0,43,0.096101
512,0,44,0.094915
512,0,45,0.098477
512,0,46,0.099943
512,0,47,0.096311
512,0,48,0.099314
512,0,49,0.098686
512,0,50,0.094355
512,0,51,0.094635
512,0,52,0.094425
512,0,53,0.095263
512,0,54,0.094914
512,0,55,0.108394
512,0,56,0.094914
512,0,57,0.119219
512,0,58,0.109162
512,0,59,0.116635
512,0,60,0.096939
512,0,61,0.096381
512,0,62,0.093937
512,0,63,0.094426
512,0,64,0.094215
512,0,65,0.094426
512,0,66,0.104273
512,0,67,0.096661
512,0,68,0.094914
512,0,69,0.094565
512,0,70,0.094425
512,0,71,0.096311
512,0,72,0.094565
512,0,73,0.094425
512,0,74,0.094495
512,0,75,0.094286
512,0,76,0.097708
512,0,77,0.106438
512,0,78,0.094356
512,0,79,0.094355
512,0,80,0.094146
512,0,81,0.094426
512,0,82,0.094356
512,0,83,0.094216
512,0,84,0.094355
512,0,85,0.094425
512,0,86,0.094845
512,0,87,0.104412
512,0,88,0.094495
512,0,89,0.094426
512,0,90,0.093937
512,0,91,0.094495
512,0,92,0.094495
512,0,93,0.094356
512,0,94,0.094216
512,0,95,0.094426
512,0,96,0.094286
512,0,97,0.103924
512,0,98,0.095823
512,0,99,0.094984
512,0,100,0.094426
1024,0,1,5.14772
1024,0,2,5.05288
1024,0,3,4.4908
1024,0,4,5.22608
1024,0,5,5.26436
1024,0,6,5.23837
1024,0,7,5.20785
1024,0,8,5.26582
1024,0,9,5.21987
1024,0,10,5.22322
1024,0,11,5.24236
1024,0,12,5.18879
1024,0,13,5.23991
1024,0,14,5.22573
1024,0,15,5.23851
1024,0,16,5.2404
1024,0,17,5.25849
1024,0,18,5.25046
1024,0,19,5.22392
1024,0,20,5.28789
1024,0,21,5.25192
1024,0,22,5.23614
1024,0,23,5.20813
1024,0,24,5.23649
1024,0,25,5.14444
1024,0,26,5.21421
1024,0,27,5.11678
1024,0,28,4.95901
1024,0,29,5.22224
1024,0,30,5.21316
1024,0,31,5.23342
1024,0,32,5.19996
1024,0,33,5.22043
1024,0,34,5.23034
1024,0,35,5.22713
1024,0,36,5.22364
1024,0,37,5.21379
1024,0,38,5.20366
1024,0,39,5.22476
1024,0,40,5.22776
1024,0,41,5.21044
1024,0,42,5.233
1024,0,43,5.22601
1024,0,44,5.20297
1024,0,45,5.25067
1024,0,46,5.22985
1024,0,47,5.20234
1024,0,48,5.23851
1024,0,49,5.2427
1024,0,50,5.22119
1024,0,51,5.22546
1024,0,52,5.22085
1024,0,53,5.22469
1024,0,54,5.22902
1024,0,55,5.21917
1024,0,56,5.20436
1024,0,57,5.3358
1024,0,58,5.2265
1024,0,59,5.21044
1024,0,60,5.22091
1024,0,61,5.20171
1024,0,62,5.19689
1024,0,63,5.23481
1024,0,64,5.19319
1024,0,65,5.13152
1024,0,66,5.26051
1024,0,67,5.22748
1024,0,68,5.21847
1024,0,69,5.1466
1024,0,70,5.2214
1024,0,71,5.19437
1024,0,72,5.06133
1024,0,73,5.23914
1024,0,74,5.22196
1024,0,75,3.72827
1024,0,76,5.24899
1024,0,77,5.22455
1024,0,78,5.23286
1024,0,79,5.24508
1024,0,80,5.21798
1024,0,81,5.22364
1024,0,82,5.25514
1024,0,83,5.2353
1024,0,84,5.22567
