N,BlockSize,RunID,L2_TCM
256,0,1,995
256,0,2,514
256,0,3,442
256,0,4,437
256,0,5,394
256,0,6,455
256,0,7,445
256,0,8,422
256,0,9,408
256,0,10,401
256,0,11,434
256,0,12,431
256,0,13,418
256,0,14,633
256,0,15,580
256,0,16,430
256,0,17,415
256,0,18,406
256,0,19,393
256,0,20,428
256,0,21,426
256,0,22,423
256,0,23,431
256,0,24,411
256,0,25,427
256,0,26,464
256,0,27,418
256,0,28,428
256,0,29,438
256,0,30,459
256,0,31,445
256,0,32,453
256,0,33,458
256,0,34,450
256,0,35,442
256,0,36,483
256,0,37,464
256,0,38,464
256,0,39,454
256,0,40,474
256,0,41,472
256,0,42,441
256,0,43,441
256,0,44,418
256,0,45,444
256,0,46,430
256,0,47,479
256,0,48,460
256,0,49,455
256,0,50,482
256,0,51,445
256,0,52,435
256,0,53,452
256,0,54,626
256,0,55,560
256,0,56,457
256,0,57,486
256,0,58,454
256,0,59,465
256,0,60,457
256,0,61,459
256,0,62,448
256,0,63,446
256,0,64,1170
256,0,65,1796
256,0,66,540
256,0,67,485
256,0,68,493
256,0,69,472
256,0,70,469
256,0,71,468
256,0,72,475
256,0,73,484
256,0,74,464
256,0,75,464
256,0,76,441
256,0,77,475
256,0,78,501
256,0,79,485
256,0,80,477
256,0,81,487
256,0,82,466
256,0,83,450
256,0,84,470
256,0,85,437
256,0,86,454
256,0,87,476
256,0,88,435
256,0,89,486
256,0,90,455
256,0,91,469
256,0,92,477
256,0,93,652
256,0,94,616
256,0,95,485
256,0,96,439
256,0,97,470
256,0,98,518
256,0,99,488
256,0,100,437
512,0,1,9889
512,0,2,9694
512,0,3,10079
512,0,4,10836
512,0,5,11023
512,0,6,11181
512,0,7,10977
512,0,8,11016
512,0,9,11052
512,0,10,11051
512,0,11,11033
512,0,12,11062
512,0,13,11059
512,0,14,11124
512,0,15,11050
512,0,16,11092
512,0,17,11148
512,0,18,11118
512,0,19,11204
512,0,20,10927
512,0,21,11123
512,0,22,11076
512,0,23,11156
512,0,24,11143
512,0,25,11105
512,0,26,10979
512,0,27,11036
512,0,28,10986
512,0,29,10951
512,0,30,10992
512,0,31,10980
512,0,32,10984
512,0,33,10973
512,0,34,11004
512,0,35,10980
512,0,36,11006
512,0,37,11115
512,0,38,11089
512,0,39,11041
512,0,40,11032
512,0,41,10986
512,0,42,10880
512,0,43,11103
512,0,44,11057
512,0,45,11149
512,0,46,11134
512,0,47,10992
512,0,48,11076
512,0,49,10957
512,0,50,11004
512,0,51,11008
512,0,52,11089
512,0,53,10751
512,0,54,11063
512,0,55,10222
512,0,56,9925
512,0,57,9836
512,0,58,9899
512,0,59,10980
512,0,60,11074
512,0,61,10933
512,0,62,11150
512,0,63,11277
512,0,64,11042
512,0,65,11003
512,0,66,11009
512,0,67,11054
512,0,68,10924
512,0,69,11274
512,0,70,11060
512,0,71,11183
512,0,72,11125
512,0,73,11086
512,0,74,11176
512,0,75,11104
512,0,76,11038
512,0,77,11019
512,0,78,11104
512,0,79,11024
512,0,80,11038
512,0,81,10912
512,0,82,11022
512,0,83,11247
512,0,84,11089
512,0,85,11091
512,0,86,11095
512,0,87,10987
512,0,88,11062
512,0,89,10992
512,0,90,11075
512,0,91,10970
512,0,92,11024
512,0,93,11008
512,0,94,11130
512,0,95,11069
512,0,96,10921
512,0,97,11073
512,0,98,11000
512,0,99,11071
512,0,100,10990
1024,0,1,21867
1024,0,2,21375
1024,0,3,21890
1024,0,4,24645
1024,0,5,23102
1024,0,6,25379
1024,0,7,32752
1024,0,8,20971
1024,0,9,24585
1024,0,10,29055
1024,0,11,21035
1024,0,12,21226
1024,0,13,22167
1024,0,14,21254
1024,0,15,20900
1024,0,16,21268
1024,0,17,21116
1024,0,18,20867
1024,0,19,20902
1024,0,20,20902
1024,0,21,21073
1024,0,22,20817
1024,0,23,20793
1024,0,24,20900
1024,0,25,21168
1024,0,26,21067
1024,0,27,20635
1024,0,28,20820
1024,0,29,20670
1024,0,30,21146
1024,0,31,21027
1024,0,32,20965
1024,0,33,20801
1024,0,34,20839
1024,0,35,21038
1024,0,36,20996
1024,0,37,21253
1024,0,38,20726
1024,0,39,20881
1024,0,40,21226
1024,0,41,21086
1024,0,42,20860
1024,0,43,20690
1024,0,44,20898
1024,0,45,22033
1024,0,46,21220
1024,0,47,21143
1024,0,48,20824
1024,0,49,20843
1024,0,50,21026
1024,0,51,21711
1024,0,52,20728
1024,0,53,20908
1024,0,54,21312
1024,0,55,20893
1024,0,56,20678
1024,0,57,21051
1024,0,58,20609
1024,0,59,21035
1024,0,60,21194
1024,0,61,20982
1024,0,62,20718
1024,0,63,21056
1024,0,64,21108
1024,0,65,20873
1024,0,66,20890
1024,0,67,20752
1024,0,68,20933
1024,0,69,20947
1024,0,70,20724
1024,0,71,20998
1024,0,72,20951
1024,0,73,21254
1024,0,74,20875
1024,0,75,20865
1024,0,76,20662
1024,0,77,21182
1024,0,78,20995
1024,0,79,20825
1024,0,80,20850
1024,0,81,20999
1024,0,82,21118
1024,0,83,21431
1024,0,84,21175
1024,0,85,20985
1024,0,86,20891
1024,0,87,20775
1024,0,88,21221
1024,0,89,21000
